Fecha,Unidades,NombreFeriado,EsFestivo,DiaSemana,DiaMes,Mes,Predicciones
2014-10-12,5,,0,6,12,10,7.291671511657871
2014-10-13,0,Día de la raza,1,0,13,10,0.0
2014-10-14,969,,0,1,14,10,923.4590903847744
2014-10-15,1261,,0,2,15,10,1093.3704792248193
2014-10-16,1369,,0,3,16,10,1128.2419734830396
2014-10-17,1349,,0,4,17,10,1135.790849300916
2014-10-18,389,,0,5,18,10,279.9126335574441
2014-10-19,2,,0,6,19,10,1.4409116866439824
2014-10-20,931,,0,0,20,10,758.2372677545585
2014-10-21,1175,,0,1,21,10,925.8697097043236
2014-10-22,1360,,0,2,22,10,1085.865983632573
2014-10-23,1344,,0,3,23,10,1131.9205206725387
2014-10-24,1404,,0,4,24,10,1157.2849305571756
2014-10-25,373,,0,5,25,10,315.5426952889659
2014-10-26,0,,0,6,26,10,4.633414968424646
2014-10-27,1095,,0,0,27,10,972.5167958159974
2014-10-28,1459,,0,1,28,10,1349.6171495252402
2014-10-29,1871,,0,2,29,10,1562.5110909937987
2014-10-30,1827,,0,3,30,10,1802.0669709724211
2014-10-31,2514,,0,4,31,10,2097.9780786435786
2014-11-01,230,,0,5,1,11,288.91811236424394
2014-11-02,1,,0,6,2,11,2.9098604329396704
2014-11-03,0,Todos los Santos,1,0,3,11,0.04
2014-11-04,674,,0,1,4,11,683.4107739120118
2014-11-05,959,,0,2,5,11,991.1183133567461
2014-11-06,1373,,0,3,6,11,1109.810016085781
2014-11-07,1360,,0,4,7,11,1136.2592179520796
2014-11-08,350,,0,5,8,11,298.1058057901176
2014-11-09,0,,0,6,9,11,1.6446256005002426
2014-11-10,852,,0,0,10,11,816.1335233488838
2014-11-11,473,,0,1,11,11,844.9458016734033
2014-11-12,1681,,0,2,12,11,1124.717000635255
2014-11-13,1596,,0,3,13,11,1162.1458414449808
2014-11-14,1535,,0,4,14,11,1162.9249363103058
2014-11-15,391,,0,5,15,11,304.90052350646897
2014-11-16,23,,0,6,16,11,11.759973328759731
2014-11-17,0,Independencia de Cartagena,1,0,17,11,0.0
2014-11-18,915,,0,1,18,11,868.0804739688444
2014-11-19,1192,,0,2,19,11,1087.619088119641
2014-11-20,1137,,0,3,20,11,1136.8859574456403
2014-11-21,1558,,0,4,21,11,1146.3545615979635
2014-11-22,422,,0,5,22,11,341.9020410204043
2014-11-23,0,,0,6,23,11,3.4981745633734644
2014-11-24,1080,,0,0,24,11,828.1094550828709
2014-11-25,1333,,0,1,25,11,1111.3931875951648
2014-11-26,1555,,0,2,26,11,1298.4707937368821
2014-11-27,1784,,0,3,27,11,1501.0813926587894
2014-11-28,2098,,0,4,28,11,1838.4819996480376
2014-11-29,1175,,0,5,29,11,950.7218021978023
2014-11-30,69,,0,6,30,11,47.14015873015873
2014-12-01,684,,0,0,1,12,714.7544191919194
2014-12-02,1055,,0,1,2,12,879.7928477633478
2014-12-03,1285,,0,2,3,12,1035.466111111111
2014-12-04,1699,,0,3,4,12,1436.2037158441728
2014-12-05,1769,,0,4,5,12,1592.5691764391336
2014-12-06,348,,0,5,6,12,341.01305098537125
2014-12-07,1,,0,6,7,12,1.1984278693589865
2014-12-08,0,Inmaculada Concepción,1,0,8,12,1.7
2014-12-09,1175,,0,1,9,12,1242.976794491561
2014-12-10,1786,,0,2,10,12,1456.0095794745635
2014-12-11,1864,,0,3,11,12,1622.5452668394285
2014-12-12,2289,,0,4,12,12,2010.8059368114775
2014-12-13,700,,0,5,13,12,606.2849788586675
2014-12-14,1,,0,6,14,12,3.8121969257612864
2014-12-15,1516,,0,0,15,12,1330.084947192534
2014-12-16,1941,,0,1,16,12,1651.0448524367625
2014-12-17,2108,,0,2,17,12,1697.8442597779867
2014-12-18,2360,,0,3,18,12,1645.7826283421707
2014-12-19,2391,,0,4,19,12,1857.9878039728194
2014-12-20,624,,0,5,20,12,629.0820116279069
2014-12-21,1,,0,6,21,12,2.143589605935007
2014-12-22,1415,,0,0,22,12,1381.415238197825
2014-12-23,2593,,0,1,23,12,2074.3544978948257
2014-12-24,1909,,0,2,24,12,1561.3771626102293
2014-12-25,0,Navidad,1,3,25,12,1.0066666666666666
2014-12-26,1656,,0,4,26,12,1613.4647248677247
2014-12-27,983,,0,5,27,12,849.4466666666667
2014-12-28,0,,0,6,28,12,1.4348572871572876
2014-12-29,2106,,0,0,29,12,1559.5733333333333
2014-12-30,3437,,0,1,30,12,2629.9934444444443
2014-12-31,822,,0,2,31,12,1001.2583333333333
2015-01-01,0,Año Nuevo,1,3,1,1,0.24
2015-01-02,117,,0,4,2,1,211.58128042328042
2015-01-03,76,,0,5,3,1,126.42462948620242
2015-01-04,0,,0,6,4,1,0.18233554296368942
2015-01-05,325,,0,0,5,1,421.1354905082755
2015-01-06,739,,0,1,6,1,672.6793892466195
2015-01-07,1128,,0,2,7,1,781.0836543007764
2015-01-08,1067,,0,3,8,1,853.8113401084462
2015-01-09,1180,,0,4,9,1,1090.1468381583663
2015-01-10,377,,0,5,10,1,297.68412605074207
2015-01-11,0,,0,6,11,1,0.661103237969079
2015-01-12,2,Epifanía,1,0,12,1,1.2933333333333332
2015-01-13,859,,0,1,13,1,855.9790537290382
2015-01-14,1111,,0,2,14,1,992.5243178177693
2015-01-15,949,,0,3,15,1,1006.1771953937914
2015-01-16,1271,,0,4,16,1,1118.2915119538095
2015-01-17,394,,0,5,17,1,292.0069281540175
2015-01-18,0,,0,6,18,1,0.31702628745154143
2015-01-19,811,,0,0,19,1,742.0053597635869
2015-01-20,1097,,0,1,20,1,927.3828305723208
2015-01-21,1169,,0,2,21,1,965.1204925630162
2015-01-22,1044,,0,3,22,1,968.9512132463618
2015-01-23,772,,0,4,23,1,951.8297745909972
2015-01-24,323,,0,5,24,1,261.6431773449686
2015-01-25,0,,0,6,25,1,4.413599126507021
2015-01-26,731,,0,0,26,1,753.3354106191655
2015-01-27,1164,,0,1,27,1,1073.8764350326146
2015-01-28,1171,,0,2,28,1,1262.463427146927
2015-01-29,1250,,0,3,29,1,1262.0739343619346
2015-01-30,1580,,0,4,30,1,1580.3978941798941
2015-01-31,659,,0,5,31,1,570.6422222222222
2015-02-01,1,,0,6,1,2,1.2045331736165068
2015-02-02,739,,0,0,2,2,656.2201913863285
2015-02-03,880,,0,1,3,2,899.4368378537812
2015-02-04,1033,,0,2,4,2,1035.7272490213722
2015-02-05,1016,,0,3,5,2,1085.0795502079518
2015-02-06,1181,,0,4,6,2,1121.133004062372
2015-02-07,312,,0,5,7,2,277.29340823318046
2015-02-08,0,,0,6,8,2,0.17504990881320942
2015-02-09,856,,0,0,9,2,784.9944856861697
2015-02-10,1074,,0,1,10,2,991.0711711630712
2015-02-11,1203,,0,2,11,2,1126.5023502593335
2015-02-12,1145,,0,3,12,2,1139.2992546277233
2015-02-13,1091,,0,4,13,2,1145.0334602956145
2015-02-14,274,,0,5,14,2,302.3808384500889
2015-02-15,1,,0,6,15,2,1.6497097980935587
2015-02-16,667,,0,0,16,2,773.7045213899602
2015-02-17,994,,0,1,17,2,956.5135408680234
2015-02-18,1081,,0,2,18,2,1089.5864100377746
2015-02-19,1136,,0,3,19,2,1118.452303702295
2015-02-20,1121,,0,4,20,2,1123.9397491817238
2015-02-21,331,,0,5,21,2,301.35775863711103
2015-02-22,22,,0,6,22,2,10.417302960238459
2015-02-23,787,,0,0,23,2,756.2243407187776
2015-02-24,1153,,0,1,24,2,990.5541454143064
2015-02-25,1242,,0,2,25,2,1154.8818612682828
2015-02-26,1188,,0,3,26,2,1274.8471617852722
2015-02-27,1791,,0,4,27,2,1445.718469931271
2015-02-28,691,,0,5,28,2,542.8682063492064
2015-03-01,0,,0,6,1,3,0.4740007060840395
2015-03-02,438,,0,0,2,3,661.8653324080748
2015-03-03,1071,,0,1,3,3,921.4923510825541
2015-03-04,1129,,0,2,4,3,1047.5608935796897
2015-03-05,1310,,0,3,5,3,1094.1032803605601
2015-03-06,1126,,0,4,6,3,1124.242955987939
2015-03-07,293,,0,5,7,3,276.10772159660354
2015-03-08,1,,0,6,8,3,0.8345636553006403
2015-03-09,665,,0,0,9,3,787.8033525313318
2015-03-10,1051,,0,1,10,3,1012.1288118342972
2015-03-11,1196,,0,2,11,3,1134.5503721444236
2015-03-12,1184,,0,3,12,3,1148.2202088747129
2015-03-13,1141,,0,4,13,3,1152.895730271639
2015-03-14,314,,0,5,14,3,309.65762058309093
2015-03-15,0,,0,6,15,3,2.20147661923538
2015-03-16,734,,0,0,16,3,775.3555039106751
2015-03-17,974,,0,1,17,3,962.8621004790283
2015-03-18,1118,,0,2,18,3,1097.0579726024944
2015-03-19,1091,,0,3,19,3,1129.3254012639802
2015-03-20,1210,,0,4,20,3,1133.7541624724442
2015-03-21,312,,0,5,21,3,305.2770252358338
2015-03-22,0,,0,6,22,3,3.990289884015997
2015-03-23,0,Día de San José,1,0,23,3,0.0
2015-03-24,862,,0,1,24,3,987.121659508234
2015-03-25,1098,,0,2,25,3,1154.3322602110793
2015-03-26,1174,,0,3,26,3,1245.6186845895072
2015-03-27,1723,,0,4,27,3,1348.7115251196697
2015-03-28,541,,0,5,28,3,480.48531746031756
2015-03-29,29,,0,6,29,3,21.78886111111111
2015-03-30,1333,,0,0,30,3,1181.6151428571427
2015-03-31,1692,,0,1,31,3,1608.5752855036242
2015-04-01,613,,0,2,1,4,762.9916968885918
2015-04-02,0,Jueves Santo,1,3,2,4,0.385
2015-04-03,0,Viernes Santo,1,4,3,4,0.7066666666666667
2015-04-04,1,,0,5,4,4,128.10160551242646
2015-04-05,0,,0,6,5,4,1.924435068594834
2015-04-06,634,,0,0,6,4,729.5961152893005
2015-04-07,882,,0,1,7,4,985.0824307163701
2015-04-08,1030,,0,2,8,4,1117.7603641247558
2015-04-09,1098,,0,3,9,4,1145.115114759719
2015-04-10,1110,,0,4,10,4,1157.436618981025
2015-04-11,316,,0,5,11,4,279.7331671034998
2015-04-12,0,,0,6,12,4,1.9011814663765128
2015-04-13,740,,0,0,13,4,799.3256662433497
2015-04-14,1112,,0,1,14,4,989.252597221248
2015-04-15,1114,,0,2,15,4,1102.6364919222506
2015-04-16,1072,,0,3,16,4,1127.2253284479186
2015-04-17,1086,,0,4,17,4,1131.3071903625605
2015-04-18,251,,0,5,18,4,252.73047771823113
2015-04-19,11,,0,6,19,4,4.11628329689803
2015-04-20,749,,0,0,20,4,741.8966994927465
2015-04-21,972,,0,1,21,4,952.590817095904
2015-04-22,1042,,0,2,22,4,1092.4822551844309
2015-04-23,1089,,0,3,23,4,1128.9093353802696
2015-04-24,1042,,0,4,24,4,1149.7372330743613
2015-04-25,383,,0,5,25,4,331.32547101848405
2015-04-26,0,,0,6,26,4,3.2110753137395656
2015-04-27,816,,0,0,27,4,901.9395329540739
2015-04-28,1326,,0,1,28,4,1241.6512857773976
2015-04-29,1487,,0,2,29,4,1433.1820687471704
2015-04-30,2007,,0,3,30,4,1607.7193182256137
2015-05-01,0,Día del trabajo,1,4,1,5,0.9333333333333333
2015-05-02,117,,0,5,2,5,172.92094973544974
2015-05-03,0,,0,6,3,5,1.2334940276628656
2015-05-04,555,,0,0,4,5,673.4263276936123
2015-05-05,839,,0,1,5,5,831.9187684116857
2015-05-06,1005,,0,2,6,5,1081.8046642535294
2015-05-07,1183,,0,3,7,5,1122.0249995075806
2015-05-08,1212,,0,4,8,5,1136.2302417455771
2015-05-09,310,,0,5,9,5,301.98285288000073
2015-05-10,0,,0,6,10,5,0.47031646742163463
2015-05-11,797,,0,0,11,5,785.4037900688096
2015-05-12,1091,,0,1,12,5,1010.2767409072737
2015-05-13,1107,,0,2,13,5,1132.002848858738
2015-05-14,1222,,0,3,14,5,1144.955796919463
2015-05-15,1203,,0,4,15,5,1135.6545844958498
2015-05-16,327,,0,5,16,5,297.4318958017051
2015-05-17,2,,0,6,17,5,1.2350139248587333
2015-05-18,0,Ascensión de Jesús,1,0,18,5,0.0
2015-05-19,792,,0,1,19,5,955.7179412039259
2015-05-20,1034,,0,2,20,5,1095.2351022714422
2015-05-21,1065,,0,3,21,5,1122.5506923588819
2015-05-22,1159,,0,4,22,5,1128.387322764911
2015-05-23,323,,0,5,23,5,319.90922709256034
2015-05-24,0,,0,6,24,5,1.492123512592424
2015-05-25,916,,0,0,25,5,762.250741454597
2015-05-26,1174,,0,1,26,5,1018.921927117269
2015-05-27,1244,,0,2,27,5,1261.0602527157241
2015-05-28,1419,,0,3,28,5,1447.2137168804443
2015-05-29,1725,,0,4,29,5,1671.1525017391998
2015-05-30,827,,0,5,30,5,713.3322222222222
2015-05-31,1,,0,6,31,5,3.430237037037038
2015-06-01,524,,0,0,1,6,590.5059646983561
2015-06-02,820,,0,1,2,6,673.7078216483884
2015-06-03,1033,,0,2,3,6,972.3304061873164
2015-06-04,1201,,0,3,4,6,1080.8503446922132
2015-06-05,1180,,0,4,5,6,1102.984071439675
2015-06-06,334,,0,5,6,6,310.3378356555664
2015-06-07,2,,0,6,7,6,1.8989750536841443
2015-06-08,0,Corpus Christi,1,0,8,6,0.006666666666666667
2015-06-09,808,,0,1,9,6,1017.312678944711
2015-06-10,1149,,0,2,10,6,1139.8011035343466
2015-06-11,1233,,0,3,11,6,1150.7437390251384
2015-06-12,1239,,0,4,12,6,1150.0285386432893
2015-06-13,437,,0,5,13,6,335.2636995368296
2015-06-14,0,,0,6,14,6,1.2922634745960397
2015-06-15,0,Sagrado Corazón de Jesús,1,0,15,6,0.0
2015-06-16,732,,0,1,16,6,949.2855132890899
2015-06-17,1051,,0,2,17,6,1095.7041503600185
2015-06-18,1169,,0,3,18,6,1124.645080690434
2015-06-19,1141,,0,4,19,6,1129.9109290042363
2015-06-20,397,,0,5,20,6,320.63968656444683
2015-06-21,0,,0,6,21,6,1.5540090895586027
2015-06-22,686,,0,0,22,6,754.7333100887093
2015-06-23,1188,,0,1,23,6,986.9524208554778
2015-06-24,1236,,0,2,24,6,1126.9658895897594
2015-06-25,1463,,0,3,25,6,1220.9203521384923
2015-06-26,1420,,0,4,26,6,1344.6254786787288
2015-06-27,530,,0,5,27,6,520.7281257631257
2015-06-28,7,,0,6,28,6,3.8324919300566025
2015-06-29,0,San Pedro y San Pablo,1,0,29,6,0.6333333333333333
2015-06-30,1643,,0,1,30,6,1641.5319788565673
2015-07-01,743,,0,2,1,7,734.1201318683101
2015-07-02,985,,0,3,2,7,961.6480523088619
2015-07-03,1099,,0,4,3,7,1016.9692287127727
2015-07-04,310,,0,5,4,7,287.6437319883948
2015-07-05,2,,0,6,5,7,2.23614988212156
2015-07-06,639,,0,0,6,7,661.3997730114226
2015-07-07,1088,,0,1,7,7,983.1861319061495
2015-07-08,1257,,0,2,8,7,1110.8742804916658
2015-07-09,1201,,0,3,9,7,1141.9758742773226
2015-07-10,1226,,0,4,10,7,1154.391803194813
2015-07-11,364,,0,5,11,7,319.86527620282055
2015-07-12,20,,0,6,12,7,11.709368924330624
2015-07-13,864,,0,0,13,7,813.4733021333824
2015-07-14,1080,,0,1,14,7,983.5055671555755
2015-07-15,1226,,0,2,15,7,1100.4566648861555
2015-07-16,1182,,0,3,16,7,1123.5585341426647
2015-07-17,1002,,0,4,17,7,1128.0288196241856
2015-07-18,324,,0,5,18,7,291.2269766924121
2015-07-19,0,,0,6,19,7,0.7832878622083997
2015-07-20,0,Día de la independencia,1,0,20,7,0.0
2015-07-21,731,,0,1,21,7,942.3707442957277
2015-07-22,1041,,0,2,22,7,1090.5325238748317
2015-07-23,1329,,0,3,23,7,1125.8654058378982
2015-07-24,1110,,0,4,24,7,1156.6700916149784
2015-07-25,420,,0,5,25,7,359.80122314097645
2015-07-26,8,,0,6,26,7,8.643173015697364
2015-07-27,1010,,0,0,27,7,951.8274004344995
2015-07-28,1322,,0,1,28,7,1302.6790246316446
2015-07-29,1486,,0,2,29,7,1409.3233736771197
2015-07-30,1589,,0,3,30,7,1664.3304532420993
2015-07-31,2083,,0,4,31,7,1975.181989956034
2015-08-01,244,,0,5,1,8,263.70144444444446
2015-08-02,0,,0,6,2,8,0.6637967080515648
2015-08-03,651,,0,0,3,8,680.2319131729657
2015-08-04,1023,,0,1,4,8,744.5468261282776
2015-08-05,1211,,0,2,5,8,1049.1308393001295
2015-08-06,1254,,0,3,6,8,1101.2680882895022
2015-08-07,28,Batalla de Boyacá,1,4,7,8,21.69333333333333
2015-08-08,245,,0,5,8,8,302.97132042704936
2015-08-09,0,,0,6,9,8,2.759182687912289
2015-08-10,865,,0,0,10,8,841.5440512419995
2015-08-11,1143,,0,1,11,8,1009.2021960475861
2015-08-12,1157,,0,2,12,8,1130.3779003494315
2015-08-13,1194,,0,3,13,8,1147.612647735428
2015-08-14,1103,,0,4,14,8,1146.297758858286
2015-08-15,361,,0,5,15,8,308.8874199366262
2015-08-16,4,,0,6,16,8,2.517646683542946
2015-08-17,0,Asunción de la Virgen,1,0,17,8,0.0
2015-08-18,724,,0,1,18,8,941.582543246448
2015-08-19,1061,,0,2,19,8,1092.8614964299404
2015-08-20,1097,,0,3,20,8,1121.348540513331
2015-08-21,1209,,0,4,21,8,1125.683112445506
2015-08-22,394,,0,5,22,8,316.39459280245154
2015-08-23,1,,0,6,23,8,5.436285995733535
2015-08-24,745,,0,0,24,8,789.3056891986716
2015-08-25,1207,,0,1,25,8,1074.2848691108297
2015-08-26,1277,,0,2,26,8,1260.4847995310524
2015-08-27,1298,,0,3,27,8,1337.1785852070925
2015-08-28,1586,,0,4,28,8,1572.8458815058339
2015-08-29,541,,0,5,29,8,527.1140085470087
2015-08-30,20,,0,6,30,8,13.746804713804716
2015-08-31,1686,,0,0,31,8,1721.2421630591634
2015-09-01,744,,0,1,1,9,734.0055417635518
2015-09-02,896,,0,2,2,9,918.1860172408641
2015-09-03,953,,0,3,3,9,1047.6014791358195
2015-09-04,1198,,0,4,4,9,1102.290708824637
2015-09-05,298,,0,5,5,9,298.9925097208479
2015-09-06,1,,0,6,6,9,0.8704359707541847
2015-09-07,898,,0,0,7,9,877.6430786915023
2015-09-08,1095,,0,1,8,9,1019.4152180946197
2015-09-09,1230,,0,2,9,9,1129.2580371988277
2015-09-10,1214,,0,3,10,9,1151.5471684139304
2015-09-11,1141,,0,4,11,9,1151.3893051032674
2015-09-12,371,,0,5,12,9,299.3849064123062
2015-09-13,0,,0,6,13,9,3.272084643772704
2015-09-14,832,,0,0,14,9,849.6731670322046
2015-09-15,1053,,0,1,15,9,978.2738865296603
2015-09-16,1057,,0,2,16,9,1094.2510945652066
2015-09-17,1115,,0,3,17,9,1122.0944579314323
2015-09-18,1034,,0,4,18,9,1129.4617796825266
2015-09-19,244,,0,5,19,9,288.4397921777721
2015-09-20,2,,0,6,20,9,1.929516741839163
2015-09-21,519,,0,0,21,9,762.6879624250181
2015-09-22,1054,,0,1,22,9,959.115133744919
2015-09-23,1199,,0,2,23,9,1093.5040158307015
2015-09-24,1110,,0,3,24,9,1148.95374281985
2015-09-25,985,,0,4,25,9,1187.3609685108534
2015-09-26,347,,0,5,26,9,317.3597224497353
2015-09-27,0,,0,6,27,9,2.313489379199056
2015-09-28,939,,0,0,28,9,960.4470478029593
2015-09-29,1365,,0,1,29,9,1324.293648524063
2015-09-30,2121,,0,2,30,9,1912.5068880183383
2015-10-01,774,,0,3,1,10,894.8122638515323
2015-10-02,819,,0,4,2,10,957.6514792039494
2015-10-03,242,,0,5,3,10,245.76180954193273
2015-10-04,0,,0,6,4,10,0.7470149002655924
2015-10-05,617,,0,0,5,10,750.7736542135117
2015-10-06,1012,,0,1,6,10,934.9577757243094
2015-10-07,993,,0,2,7,10,1078.4916410712779
2015-10-08,992,,0,3,8,10,1126.5216685952016
2015-10-09,973,,0,4,9,10,1151.3472060996514
2015-10-10,326,,0,5,10,10,302.20101840034073
2015-10-11,5,,0,6,11,10,1.970924133839574
2015-10-12,0,Día de la raza,1,0,12,10,0.10666666666666667
2015-10-13,773,,0,1,13,10,946.5544846453267
2015-10-14,982,,0,2,14,10,1115.868171453955
2015-10-15,1051,,0,3,15,10,1131.0631723166987
2015-10-16,1069,,0,4,16,10,1137.5994657979393
2015-10-17,270,,0,5,17,10,280.6128187426293
2015-10-18,0,,0,6,18,10,1.1261847196538572
2015-10-19,630,,0,0,19,10,759.5968880412814
2015-10-20,909,,0,1,20,10,925.3066096124055
2015-10-21,987,,0,2,21,10,1086.3757281841056
2015-10-22,979,,0,3,22,10,1126.4918372167858
2015-10-23,920,,0,4,23,10,1140.3892204560082
2015-10-24,428,,0,5,24,10,260.46807505821243
2015-10-25,25,,0,6,25,10,2.919310375486719
2015-10-26,741,,0,0,26,10,833.376764198398
2015-10-27,1075,,0,1,27,10,1069.706545961832
2015-10-28,1210,,0,2,28,10,1372.7577442392762
2015-10-29,1395,,0,3,29,10,1464.3219110059504
2015-10-30,1615,,0,4,30,10,1808.838550669138
2015-10-31,757,,0,5,31,10,642.8327863247862
2015-11-01,18,,0,6,1,11,10.275925864405062
2015-11-02,0,Todos los Santos,1,0,2,11,0.306
2015-11-03,517,,0,1,3,11,646.4959804055824
2015-11-04,792,,0,2,4,11,971.0773652596688
2015-11-05,904,,0,3,5,11,1063.2578295328794
2015-11-06,986,,0,4,6,11,1121.7722152833787
2015-11-07,370,,0,5,7,11,310.8307524853145
2015-11-08,0,,0,6,8,11,1.102028041445765
2015-11-09,773,,0,0,9,11,817.2356332655365
2015-11-10,1019,,0,1,10,11,873.2036216173195
2015-11-11,1051,,0,2,11,11,1127.994390252318
2015-11-12,1099,,0,3,12,11,1160.2298598432978
2015-11-13,1061,,0,4,13,11,1167.8774162090156
2015-11-14,240,,0,5,14,11,300.13700612539367
2015-11-15,1,,0,6,15,11,4.010701734608941
2015-11-16,0,Independencia de Cartagena,1,0,16,11,0.0
2015-11-17,651,,0,1,17,11,849.6217578257613
2015-11-18,940,,0,2,18,11,1088.1245373950032
2015-11-19,1138,,0,3,19,11,1137.1654345588563
2015-11-20,1100,,0,4,20,11,1145.195207754511
2015-11-21,295,,0,5,21,11,310.5468564509628
2015-11-22,0,,0,6,22,11,1.5052610897071674
2015-11-23,766,,0,0,23,11,817.8372846163923
2015-11-24,1048,,0,1,24,11,1048.4098741972075
2015-11-25,1243,,0,2,25,11,1169.4159473668788
2015-11-26,1281,,0,3,26,11,1317.5131132138085
2015-11-27,1344,,0,4,27,11,1570.1933943274912
2015-11-28,617,,0,5,28,11,792.0596593406594
2015-11-29,0,,0,6,29,11,23.176898268398265
2015-11-30,1848,,0,0,30,11,1414.118486772487
2015-12-01,669,,0,1,1,12,783.7190382395383
2015-12-02,949,,0,2,2,12,951.31
2015-12-03,1053,,0,3,3,12,1054.8812962962963
2015-12-04,1281,,0,4,4,12,1392.4022531587104
2015-12-05,350,,0,5,5,12,331.8282025005228
2015-12-06,0,,0,6,6,12,0.5712440337288601
2015-12-07,807,,0,0,7,12,923.3673333333336
2015-12-08,5,Inmaculada Concepción,1,1,8,12,3.8866666666666667
2015-12-09,1032,,0,2,9,12,1239.5698024914436
2015-12-10,1249,,0,3,10,12,1428.5106867561706
2015-12-11,1387,,0,4,11,12,1976.3087205020415
2015-12-12,364,,0,5,12,12,563.8867970404857
2015-12-13,0,,0,6,13,12,1.9698158433575657
2015-12-14,1084,,0,0,14,12,1200.1286297322167
2015-12-15,1303,,0,1,15,12,1509.7000727371021
2015-12-16,1443,,0,2,16,12,1569.4406752051516
2015-12-17,1429,,0,3,17,12,1651.2524786702056
2015-12-18,1681,,0,4,18,12,1794.2427669357826
2015-12-19,544,,0,5,19,12,541.6248872892826
2015-12-20,5,,0,6,20,12,2.692559508779442
2015-12-21,1198,,0,0,21,12,1301.2701826422697
2015-12-22,1789,,0,1,22,12,1882.8885513215098
2015-12-23,1902,,0,2,23,12,1754.994587321651
2015-12-24,1164,,0,3,24,12,1423.2775337021005
2015-12-25,0,Navidad,1,4,25,12,2.506666666666667
2015-12-26,297,,0,5,26,12,473.2191666666667
2015-12-27,3,,0,6,27,12,1.7675841695938475
2015-12-28,1288,,0,0,28,12,1325.1888888888889
2015-12-29,2194,,0,1,29,12,2274.7259696969695
2015-12-30,2775,,0,2,30,12,2565.574
2015-12-31,474,,0,3,31,12,834.4116666666666
2016-01-01,0,Año Nuevo,1,4,1,1,0.6533333333333333
2016-01-02,3,,0,5,2,1,57.788444444444444
2016-01-03,0,,0,6,3,1,0.3712373143002434
2016-01-04,100,,0,0,4,1,367.86198096587066
2016-01-05,258,,0,1,5,1,416.8391019842957
2016-01-06,419,,0,2,6,1,697.7295967264736
2016-01-07,452,,0,3,7,1,725.0926505759163
2016-01-08,782,,0,4,8,1,1018.0584947889545
2016-01-09,197,,0,5,9,1,266.35389476695684
2016-01-10,2,,0,6,10,1,1.1019850131140123
2016-01-11,0,Epifanía,1,0,11,1,0.4533333333333333
2016-01-12,565,,0,1,12,1,832.773256545379
2016-01-13,1022,,0,2,13,1,985.0534056188571
2016-01-14,992,,0,3,14,1,1000.9466457397415
2016-01-15,974,,0,4,15,1,1122.386346258394
2016-01-16,291,,0,5,16,1,287.71820346182545
2016-01-17,0,,0,6,17,1,0.29602011461203515
2016-01-18,667,,0,0,18,1,738.841135688075
2016-01-19,905,,0,1,19,1,927.0049565512517
2016-01-20,904,,0,2,20,1,966.279275499378
2016-01-21,996,,0,3,21,1,968.7946175905556
2016-01-22,923,,0,4,22,1,971.2067263306158
2016-01-23,293,,0,5,23,1,310.14822023596764
2016-01-24,0,,0,6,24,1,0.4071596678175626
2016-01-25,613,,0,0,25,1,732.2406597687303
2016-01-26,901,,0,1,26,1,967.9163410436738
2016-01-27,1005,,0,2,27,1,1008.4706503410049
2016-01-28,1231,,0,3,28,1,1265.456577940578
2016-01-29,1488,,0,4,29,1,1573.1156190476192
2016-01-30,846,,0,5,30,1,349.07444444444445
2016-01-31,0,,0,6,31,1,0.4702222222222222
2016-02-01,451,,0,0,1,2,618.788462437889
2016-02-02,694,,0,1,2,2,841.4919616281028
2016-02-03,747,,0,2,3,2,946.2506293859601
2016-02-04,931,,0,3,4,2,1074.1065750368127
2016-02-05,918,,0,4,5,2,1095.5510920645218
2016-02-06,226,,0,5,6,2,257.6041848817802
2016-02-07,16,,0,6,7,2,7.184388358558563
2016-02-08,653,,0,0,8,2,786.267192539385
2016-02-09,747,,0,1,9,2,999.1924991033302
2016-02-10,895,,0,2,10,2,1129.7624567852995
2016-02-11,924,,0,3,11,2,1141.297816644203
2016-02-12,1003,,0,4,12,2,1142.9898285153654
2016-02-13,305,,0,5,13,2,298.5623424473655
2016-02-14,0,,0,6,14,2,3.6589369991580822
2016-02-15,783,,0,0,15,2,774.1267362235909
2016-02-16,773,,0,1,16,2,951.1738527473608
2016-02-17,1014,,0,2,17,2,1089.5864100377746
2016-02-18,941,,0,3,18,2,1118.7576259993054
2016-02-19,971,,0,4,19,2,1125.4649394396822
2016-02-20,225,,0,5,20,2,290.3046331209452
2016-02-21,1,,0,6,21,2,3.6457998956947137
2016-02-22,738,,0,0,22,2,750.713075206198
2016-02-23,947,,0,1,23,2,986.3906838503618
2016-02-24,1094,,0,2,24,2,1115.869023959055
2016-02-25,1104,,0,3,25,2,1177.316854640133
2016-02-26,1390,,0,4,26,2,1301.796487259798
2016-02-27,344,,0,5,27,2,411.6
2016-02-28,0,,0,6,28,2,0.8145316127782172
2016-02-29,1545,,0,0,29,2,1217.0893333333333
2016-03-01,644,,0,1,1,3,865.2992239083228
2016-03-02,841,,0,2,2,3,889.8832767748044
2016-03-03,845,,0,3,3,3,1019.7739119936346
2016-03-04,956,,0,4,4,3,1097.6567132007024
2016-03-05,211,,0,5,5,3,263.2132955227624
2016-03-06,1,,0,6,6,3,0.5853945968026536
2016-03-07,809,,0,0,7,3,825.8828726420395
2016-03-08,902,,0,1,8,3,1011.876587059588
2016-03-09,905,,0,2,9,3,1130.8583902221455
